iter,score,best_score,pct,best_pct,beta,elapsed,neg_loss,lr
0,21300048.0,21300048.0,50.8207557415872,50.8207557415872,1.05,0.022782087326049805,8710.6416015625,0.05
100,32552572.0,32552572.0,77.66866583457609,77.66866583457609,1.0438435559349108,0.38651299476623535,12794.572265625,0.05
200,33544420.0,33544420.0,80.03516120307394,80.03516120307394,1.0255258309537498,0.7499279975891113,13481.1875,0.05
300,33892392.0,33892392.0,80.86540346435484,80.86540346435484,0.9954979132535018,1.1173079013824463,13736.921875,0.05
400,34062460.0,34062460.0,81.27117646014621,81.27117646014621,0.9544992636170173,1.4871492385864258,13847.61328125,0.05
500,34180280.0,34180280.0,81.5522885703853,81.5522885703853,0.9035395056172213,1.8575730323791504,13911.77734375,0.05
600,34247536.0,34247536.0,81.71275772745744,81.71275772745744,0.8438735628528985,2.2323379516601562,13948.162109375,0.05
700,34270040.0,34270040.0,81.76645104717244,81.76645104717244,0.7769707554809265,2.5998570919036865,13960.517578125,0.05
800,34280760.0,34280760.0,81.79202838397232,81.79202838397232,0.7044786170668372,2.9666361808776855,13960.30078125,0.05
900,34276300.0,34280760.0,81.78138706660968,81.79202838397232,0.6281823227918506,3.333739995956421,13946.6689453125,0.05
1000,34256324.0,34280760.0,81.73372541736393,81.79202838397232,0.5499607281282769,3.70104718208313,13918.984375,0.05
1100,34218760.0,34280760.0,81.64409975695803,81.79202838397232,0.47174010056502963,4.076714038848877,13876.04296875,0.05
1200,34167120.0,34280760.0,81.52088952632872,81.79202838397232,0.39544668377542597,4.456492185592651,13815.359375,0.05
1300,34089512.0,34280760.0,81.33572106043638,81.79202838397232,0.32295926237146483,4.832710027694702,13729.712890625,0.05
1400,33984764.0,34280760.0,81.08579803104135,81.79202838397232,0.2560628953743302,5.209134101867676,13612.3388671875,0.05
1500,33835432.0,34280760.0,80.72950000314944,81.79202838397232,0.19640495775032424,5.579843044281006,13450.82421875,0.05
1600,33637428.0,34280760.0,80.25707323116015,81.79202838397232,0.1454545725235301,5.951969146728516,13231.580078125,0.05
1700,33388604.0,34280760.0,79.66339270393107,81.79202838397232,0.10446643248092169,6.32349705696106,12945.962890625,0.05
1800,33091164.0,34280760.0,78.95371704555801,81.79202838397232,0.07444990238851651,6.695119857788086,12615.91015625,0.05
1900,32779292.0,34280760.0,78.20960742032898,81.79202838397232,0.056144162600482383,7.0687501430511475,12338.0,0.05
2000,32559636.0,34280760.0,77.68552015427333,81.79202838397232,0.050000006169119704,7.439275026321411,12285.4619140625,0.05
2100,32546272.0,34280760.0,77.65363437731496,81.79202838397232,0.056168737716015826,7.8089759349823,12534.5546875,0.05
2200,32767948.0,34280760.0,78.18254125347656,81.79202838397232,0.07449844743828676,8.180229187011719,12932.0947265625,0.05
2300,33125144.0,34280760.0,79.03479147694422,81.79202838397232,0.1045377520053945,8.551758050918579,13300.7314453125,0.05
2400,33483764.0,34280760.0,79.89043928694203,81.79202838397232,0.14554691022405286,8.921931028366089,13584.259765625,0.05
2500,33795440.0,34280760.0,80.63408126683403,81.79202838397232,0.19651603973934345,9.29248595237732,13791.66796875,0.05
2600,34036928.0,34280760.0,81.2102584971635,81.79202838397232,0.2561899861716375,9.661520957946777,13941.955078125,0.05
2700,34194728.0,34280760.0,81.58676071237082,81.79202838397232,0.3230992322675212,10.030671119689941,14047.1396484375,0.05
2800,34298068.0,34298068.0,81.83332433036527,81.83332433036527,0.395596085902888,10.400292158126831,14120.52734375,0.05
2900,34365624.0,34365624.0,81.99450927111653,81.99450927111653,0.47189525578053354,10.769515991210938,14173.24609375,0.05
3000,34419012.0,34419012.0,82.1218901346494,82.1218901346494,0.5501178156142,11.13761591911316,14212.18359375,0.05
3100,34457976.0,34457976.0,82.2148561188911,82.2148561188911,0.6283374741469113,11.50628113746643,14241.623046875,0.05
3200,34488248.0,34488248.0,82.28708346400362,82.28708346400362,0.7046280115684793,11.874457120895386,14264.322265625,0.05
3300,34510388.0,34510388.0,82.3399082995213,82.3399082995213,0.777110714173578,12.244265079498291,14281.3154296875,0.05
3400,34526708.0,34526708.0,82.37884693166441,82.37884693166441,0.8440006391451086,12.613728046417236,14294.3154296875,0.05
3500,34541096.0,34541096.0,82.41317591691411,82.41317591691411,0.90365057015665,12.98239016532898,14305.00390625,0.05
3600,34551860.0,34551860.0,82.43885823532028,82.43885823532028,0.954591581353166,13.352360010147095,14313.0234375,0.05
3700,34560972.0,34560972.0,82.46059897160019,82.46059897160019,0.9955692107904554,13.722312927246094,14319.546875,0.05
3800,34567696.0,34567696.0,82.47664206979445,82.47664206979445,1.0255743525343153,14.091814994812012,14324.12109375,0.05
3900,34574232.0,34574232.0,82.49223661021647,82.49223661021647,1.0438681066775015,14.460819959640503,14328.0244140625,0.05
4000,34578212.0,34578212.0,82.50173267369254,82.50173267369254,1.0499999753235216,14.830479145050049,14330.2587890625,0.05
4100,34582040.0,34582040.0,82.51086607343788,82.51086607343788,1.043818956447041,15.199635028839111,14331.5244140625,0.05
4200,34582740.0,34582740.0,82.51253623535578,82.51253623535578,1.025477262435973,15.567300081253052,14330.95703125,0.05
4300,34582396.0,34582740.0,82.51171547007041,82.51253623535578,0.9954265717432697,15.936602115631104,14329.27734375,0.05
4400,34581700.0,34582740.0,82.5100548519349,82.51253623535578,0.9544069059543991,16.30725407600403,14326.673828125,0.05
4500,34580876.0,34582740.0,82.50808883276297,82.51253623535578,0.9034284061813527,16.676841020584106,14322.71484375,0.05
4600,34576656.0,34582740.0,82.4980201423436,82.51253623535578,0.8437464575536298,17.046671867370605,14316.4921875,0.05
4700,34570424.0,34582740.0,82.48315092938307,82.51253623535578,0.7768307743849189,17.415038108825684,14308.3642578125,0.05
4800,34562904.0,34582740.0,82.4652086184936,82.51253623535578,0.7043292073172417,17.783890962600708,14297.619140625,0.05
4900,34552544.0,34582740.0,82.44049022210864,82.51253623535578,0.6280271637197319,18.153584003448486,14283.501953125,0.05
5000,34538464.0,34582740.0,82.4068961081028,82.51253623535578,0.5498036406462299,18.52325987815857,14264.98828125,0.05
5100,34521128.0,34582740.0,82.36553335523314,82.51253623535578,0.47158495307424037,18.893433094024658,14240.43359375,0.05
5200,34495792.0,34582740.0,82.30508303758742,82.51253623535578,0.3952972969032904,19.263390064239502,14207.712890625,0.05
5300,34460720.0,34582740.0,82.22140315360927,82.51253623535578,0.3228193148856715,19.63321805000305,14163.24609375,0.05
5400,34410992.0,34582740.0,82.10275485096143,82.51253623535578,0.2559358335903533,20.002277851104736,14100.5224609375,0.05
5500,34336344.0,34582740.0,81.92464878403622,82.51253623535578,0.1962939106632266,20.371629238128662,14011.060546875,0.05
5600,34232732.0,34582740.0,81.6774361888394,82.51253623535578,0.14536227475403346,20.74044108390808,13880.6787109375,0.05
5700,34088976.0,34582740.0,81.33444219359639,82.51253623535578,0.10439515693324658,21.11025595664978,13693.6484375,0.05
5800,33909736.0,34582740.0,80.90678530478928,82.51253623535578,0.07440140427835318,21.479707956314087,13451.3974609375,0.05
5900,33724040.0,34582740.0,80.4637247512079,82.51253623535578,0.05611963623144045,21.849831104278564,13220.048828125,0.05
6000,33616008.0,34582740.0,80.20596627647231,82.51253623535578,0.050000055522075815,22.21942400932312,13154.169921875,0.05
6100,33653792.0,34582740.0,80.29611684490952,82.51253623535578,0.05619336157561522,22.58802890777588,13329.728515625,0.05
6200,33826572.0,34582740.0,80.70836052515999,82.51253623535578,0.074547039422872,22.95802903175354,13609.314453125,0.05
6300,34056516.0,34582740.0,81.25699439951762,82.51253623535578,0.10460911549962548,23.328563928604126,13851.287109375,0.05
6400,34252164.0,34582740.0,81.72379988368039,82.51253623535578,0.145639287846487,23.698568105697632,14024.6982421875,0.05
6500,34394352.0,34582740.0,82.06305271622728,82.51253623535578,0.19662715661931984,24.06852102279663,14142.26171875,0.05
6600,34494416.0,34582740.0,82.30179997644595,82.51253623535578,0.2563171059697306,24.441757917404175,14221.263671875,0.05
6700,34558048.0,34582740.0,82.45362246667455,82.51253623535578,0.3232392245600255,24.815001249313354,14275.326171875,0.05
6800,34602424.0,34602424.0,82.55950118848722,82.55950118848722,0.3957455032709293,25.188613176345825,14312.7119140625,0.05
6900,34633400.0,34633400.0,82.63340823930004,82.63340823930004,0.47205041870543796,25.57049822807312,14339.205078125,0.05
7000,34653972.0,34653972.0,82.68249191212162,82.68249191212162,0.550274903088494,25.95390486717224,14358.1162109375,0.05
7100,34669624.0,34669624.0,82.71983673260593,82.71983673260593,0.6284926177696004,26.338852167129517,14372.1533203125,0.05
7200,34679848.0,34679848.0,82.7442306403897,82.7442306403897,0.7047773908074222,26.722687005996704,14382.43359375,0.05
7300,34687932.0,34687932.0,82.76351862459589,82.76351862459589,0.7772506504490594,27.107255220413208,14390.1142578125,0.05
7400,34694196.0,34694196.0,82.77846418781553,82.77846418781553,0.844127686417717,27.48403000831604,14396.1669921875,0.05
7500,34698336.0,34698336.0,82.78834200258713,82.78834200258713,0.9037615997886761,27.868547201156616,14400.6953125,0.05
7600,34701976.0,34701976.0,82.79702684456024,82.79702684456024,0.954683859153733,28.252518892288208,14404.123046875,0.05
7700,34704108.0,34704108.0,82.80211368057304,82.80211368057304,0.9956404643470931,28.62822198867798,14406.5859375,0.05
7800,34705740.0,34705740.0,82.80600754378736,82.80600754378736,1.0256228271728798,29.010942935943604,14408.349609375,0.05
7900,34706856.0,34706856.0,82.80867025907361,82.80867025907361,1.0438926086723894,29.38430118560791,14409.48046875,0.05
8000,34707816.0,34707816.0,82.81096076684673,82.81096076684673,1.0499999012940888,29.756646871566772,14410.126953125,0.05
8100,34708384.0,34708384.0,82.81231598394582,82.81231598394582,1.04379430821632,30.12948727607727,14410.19921875,0.05
8200,34708448.0,34708448.0,82.81246868446404,82.81246868446404,1.025428646985778,30.50454616546631,14409.7294921875,0.05
8300,34708104.0,34708448.0,82.81164791917867,82.81246868446404,0.995355186266801,30.87621307373047,14408.6328125,0.05
8400,34707472.0,34708448.0,82.81014000156136,82.81246868446404,0.9543145083744278,31.248160123825073,14406.8955078125,0.05
8500,34706012.0,34708448.0,82.80665652098975,82.81246868446404,0.9033172718600104,31.62183713912964,14404.349609375,0.05
8600,34704036.0,34708448.0,82.80194189249005,82.81246868446404,0.8436193232598485,31.996531009674072,14400.9111328125,0.05
8700,34701344.0,34708448.0,82.79551892694292,82.81246868446404,0.7766907708993729,32.36698007583618,14396.412109375,0.05
8800,34697944.0,34708448.0,82.7874067119131,82.81246868446404,0.7041797823344408,32.73726010322571,14390.55859375,0.05
8900,34692016.0,34708448.0,82.77326282641407,82.81246868446404,0.6278719969458713,33.10703897476196,14382.5810546875,0.05
9000,34684576.0,34708448.0,82.75551139117235,82.81246868446404,0.5496465531835646,33.47901916503906,14372.16015625,0.05
9100,34674080.0,34708448.0,82.73046850618618,82.81246868446404,0.4714298133234803,33.84871506690979,14357.7138671875,0.05
9200,34657644.0,34708448.0,82.69125310435382,82.81246868446404,0.39514792530122556,34.2184419631958,14337.7587890625,0.05
9300,34637600.0,34708448.0,82.64342921080745,82.81246868446404,0.3226793898239556,34.59322905540466,14310.234375,0.05
9400,34608764.0,34708448.0,82.57462808357224,82.81246868446404,0.2558088008322479,34.96656012535095,14270.912109375,0.05
9500,34563368.0,34708448.0,82.46631569725061,82.81246868446404,0.19618289848901188,35.33932900428772,14213.2265625,0.05
9600,34488360.0,34708448.0,82.28735068991048,82.81246868446404,0.14527001692467267,35.71242809295654,14128.2294921875,0.05
9700,34383812.0,34708448.0,82.03790484963484,82.81246868446404,0.10432392536940477,36.08660626411438,14003.87109375,0.05
9800,34253952.0,34708448.0,81.72806595440782,82.81246868446404,0.07435295311258344,36.45966815948486,13835.0703125,0.05
9900,34119788.0,34708448.0,81.4079579493313,82.81246868446404,0.05609515861131109,36.832359075546265,13662.052734375,0.05
10000,34044860.0,34708448.0,81.22918381763893,82.81246868446404,0.05000015422798332,37.20470094680786,13602.1240234375,0.04998848839990783
10100,34091204.0,34708448.0,81.33975808038652,82.81246868446404,0.05621803417684984,37.576250076293945,13721.615234375,0.04885061148370743
10200,34224080.0,34708448.0,81.6567929875341,82.81246868446404,0.07459567833747643,37.94897794723511,13916.888671875,0.04773863580833004
10300,34376492.0,34708448.0,82.02043972786477,82.81246868446404,0.10468052295657088,38.32270908355713,14083.05078125,0.04665197178955376
10400,34498460.0,34708448.0,82.31144874044023,82.81246868446404,0.14573170538171482,38.695605993270874,14198.59375,0.04559004326373216
10500,34580808.0,34708448.0,82.50792658846237,82.81246868446404,0.1967383083792854,39.06762504577637,14274.8349609375,0.04455228718230456
10600,34635064.0,34708448.0,82.63737845277345,82.81246868446404,0.2564442547560628,39.43867611885071,14324.8125,0.043538153313260254
10700,34672844.0,34708448.0,82.72751947742829,82.81246868446404,0.3233792392351597,39.807961225509644,14358.3759765625,0.042547103949398236
10800,34697292.0,34708448.0,82.78585107538386,82.81246868446404,0.3958949358648016,40.17727208137512,14381.4208984375,0.04157861362322769
10900,34714724.0,34714724.0,82.82744287903084,82.82744287903084,0.47220558932442647,40.54570412635803,14397.30859375,0.04063216882835824
11000,34725808.0,34725808.0,82.85388870002805,82.85388870002805,0.5504319905356543,40.91408324241638,14408.615234375,0.039707267747231934
11100,34732988.0,34732988.0,82.87101978941453,82.87101978941453,0.6286477536446045,41.28300905227661,14416.724609375,0.038803419985053
11200,34738224.0,34738224.0,82.88351260056045,82.88351260056045,0.7049267547689213,41.65074419975281,14422.755859375,0.037920146309774166
11300,34741992.0,34741992.0,82.89250284356996,82.89250284356996,0.7773905642935574,42.018661975860596,14427.2333984375,0.037056978398001233
11400,34745208.0,34745208.0,82.90017604460994,82.90017604460994,0.8442547046581839,42.38721013069153,14430.736328125,0.03621345858668204
11500,34747304.0,34747304.0,82.90517698658125,82.90517698658125,0.9038725945023407,42.754499197006226,14433.2412109375,0.03538913963044728
11600,34748716.0,34748716.0,82.90854594176422,82.90854594176422,0.95477609700961,43.12118601799011,14435.0859375,0.034583584464475264
11700,34749744.0,34749744.0,82.91099869383794,82.91099869383794,0.9957116739163814,43.48922109603882,14436.427734375,0.033796365972754185
11800,34750688.0,34750688.0,82.91325102648152,82.91325102648152,1.025671254864659,43.857820987701416,14437.431640625,0.03302706676161964
11900,34751208.0,34751208.0,82.91449171819195,82.91449171819195,1.0439170619171563,44.22631096839905,14438.013671875,0.032275278938447026
12000,34751636.0,34751636.0,82.91551290290748,82.91551290290748,1.0499997779117092,44.599210023880005,14438.3203125,0.0315406038953814
12100,34751856.0,34751856.0,82.91603781093882,82.91603781093882,1.0437696112451804,44.972408056259155,14438.2890625,0.030822652097990354
12200,34751904.0,34751904.0,82.91615233632747,82.91615233632747,1.0253799846079648,45.346336126327515,14437.9375,0.03012104287872772
12300,34751868.0,34751904.0,82.91606644228598,82.91615233632747,0.9952837568311413,45.718507051467896,14437.271484375,0.029435404235098543
12400,34751648.0,34751904.0,82.91554153425464,82.91615233632747,0.9542220708862243,46.09179902076721,14436.19140625,0.028765372632418452
12500,34750920.0,34751904.0,82.91380456586002,82.91615233632747,0.9032061026641642,46.4664032459259,14434.6318359375,0.028110592811062818
12600,34749804.0,34751904.0,82.91114185057377,82.91615233632747,0.843492159984104,46.83833408355713,14432.486328125,0.02747071759810327
12700,34748392.0,34751904.0,82.90777289539079,82.91615233632747,0.7765507450381064,47.21155405044556,14429.615234375,0.026845407723232167
12800,34746356.0,34751904.0,82.90291511015529,82.91615233632747,0.7040303421331849,47.58328700065613,14425.7578125,0.026234331638876927
12900,34743248.0,34751904.0,82.8954995912398,82.91615233632747,0.6277168224855839,47.954509019851685,14420.544921875,0.02563716534440906
13000,34738764.0,34751904.0,82.88480101118283,82.91615233632747,0.5494894657557869,48.32839512825012,14413.4287109375,0.025053592214354787
13100,34732568.0,34751904.0,82.87001769226379,82.91615233632747,0.4712746813280614,48.69879913330078,14403.669921875,0.024483302830516075
13200,34721768.0,34751904.0,82.84424947981614,82.91615233632747,0.39499856898397784,49.07122611999512,14389.9091796875,0.023925994817912945
13300,34706180.0,34751904.0,82.80705735985003,82.91615233632747,0.32253948720012826,49.44157600402832,14370.1396484375,0.023381372684460253
13400,34683500.0,34751904.0,82.75294411370997,82.91615233632747,0.2556817971125543,49.81012725830078,14341.06640625,0.022849147664293912
13500,34650492.0,34751904.0,82.67418882144403,82.91615233632747,0.19607192123863681,50.17916297912598,14297.236328125,0.02232903756466344
13600,34599064.0,34751904.0,82.55148441128128,82.91615233632747,0.14517779904455563,50.54800319671631,14230.1796875,0.021820766616309488
13700,34521200.0,34751904.0,82.36570514331612,82.91615233632747,0.10425273779642708,50.91722297668457,14128.48828125,0.021324065327247517
13800,34417044.0,34751904.0,82.1171945937145,82.91615233632747,0.07430454889599025,51.286296129226685,13984.5458984375,0.020838670339879423
13900,34308972.0,34751904.0,81.85934068115502,82.91615233632747,0.056070729742510206,51.656420946121216,13826.8515625,0.020364324291357958
14000,34245084.0,34751904.0,81.7069073888536,82.91615233632747,0.05000030228683228,52.02479410171509,13758.5859375,0.019900775677129452
14100,34260360.0,34751904.0,81.74335509379344,82.91615233632747,0.05624275551728458,52.39381504058838,13849.720703125,0.019447778717582867
14200,34338028.0,34751904.0,81.92866671642159,82.91615233632747,0.07464436417729842,52.7628231048584,14011.0546875,0.019005093227734138
14300,34433092.0,34751904.0,82.15548424865523,82.91615233632747,0.10475197436918166,53.13148593902588,14146.896484375,0.018572484489876917
14400,34518464.0,34751904.0,82.35917719616272,82.91615233632747,0.145824162820614,53.50091814994812,14239.453125,0.01814972312913211
14500,34584116.0,34751904.0,82.51581929649726,82.91615233632747,0.19684949500826898,53.86991310119629,14300.32421875,0.017736584991830385
14600,34630636.0,34751904.0,82.62681348566991,82.91615233632747,0.25657143251808234,54.23649001121521,14340.998046875,0.017332851026662755
14700,34663472.0,34751904.0,82.70515839529315,82.91615233632747,0.3235192762791024,54.60700702667236,14368.623046875,0.01693830716853688
14800,34686304.0,34751904.0,82.75963430516397,82.91615233632747,0.39604438366975514,54.97945809364319,14387.6162109375,0.016552744225076774
14900,34701544.0,34751904.0,82.79599611606233,82.91615233632747,0.47236076762218343,55.35279202461243,14400.796875,0.016175957765706264
15000,34711936.0,34751904.0,82.82079086270639,82.91615233632747,0.5505890779401736,55.72529315948486,14410.2353515625,0.015807748013257277
15100,34719576.0,34751904.0,82.83901948706752,82.91615233632747,0.6288028817566094,56.09740900993347,14417.119140625,0.015447919738045188
15200,34724808.0,34751904.0,82.85150275443104,82.91615233632747,0.7050761034382337,56.46911120414734,25179.751953125,0.015096282154355607
15300,34728340.0,34751904.0,82.85992991427965,82.91615233632747,0.7775304556932618,56.84230399131775,14425.875,0.0147526488192872
15400,34730876.0,34751904.0,82.86598067231365,82.91615233632747,0.8443816938539708,57.2162971496582,14428.642578125,0.01441683753389717
15500,34732968.0,34751904.0,82.87097207050259,82.91615233632747,0.9039835542866871,57.58799600601196,14430.7197265625,0.014088670246597022
15600,34734448.0,34751904.0,82.87450326998615,82.91615233632747,0.9548682949116926,57.960610151290894,14432.232421875,0.013767972958747212
15700,34735348.0,34751904.0,82.87665062102346,82.91615233632747,0.9957828394912919,58.33224821090698,14433.3115234375,0.013454575632400809
15800,34736040.0,34751904.0,82.87830169537659,82.91615233632747,1.0257196356048721,58.7049400806427,14434.078125,0.013148312100147063
15900,34736704.0,34751904.0,82.879885963253,82.91615233632747,1.0439414664093885,59.0762460231781,14434.564453125,0.012849019977007305
16000,34737156.0,34751904.0,82.88096441066286,82.91615233632747,1.0499996051763945,59.447362184524536,14434.80078125,0.012556540574336245
16100,34737312.0,34751904.0,82.88133661817598,82.91615233632747,1.0437448655360604,59.815107107162476,14434.755859375,0.012270718815683163
16200,34737384.0,34751904.0,82.88150840625896,82.91615233632747,1.0253312753073356,60.184853076934814,14434.453125,0.011991403154568326
16300,34737332.0,34751904.0,82.88138433708792,82.91615233632747,0.9952122834433421,60.55419301986694,14433.8916015625,0.011718445494131027
16400,34737112.0,34751904.0,82.88085942905657,82.91615233632747,0.9541295934989105,60.92199516296387,14433.001953125,0.011451701108606679
16500,34736772.0,34751904.0,82.8800482075536,82.91615233632747,0.9030948986047871,61.29045605659485,14431.755859375,0.011191028566591307
16600,34736012.0,34751904.0,82.87823488889987,82.91615233632747,0.8433649677389478,61.65939211845398,14430.0419921875,0.010936289656052721
16700,34734904.0,34751904.0,82.8755912611784,82.91615233632747,0.7764106968149425,62.02897000312805,14427.6826171875,0.010687349311048684
16800,34733384.0,34751904.0,82.87196462387094,82.91615233632747,0.7038808867282209,62.40253210067749,14424.5244140625,0.010444075540113156
16900,34731288.0,34751904.0,82.86696368189963,82.91615233632747,0.6275616403541866,62.77902388572693,14420.267578125,0.010206339356272676
17000,34727588.0,34751904.0,82.85813568319071,82.91615233632747,0.5493323783784022,63.15542507171631,14414.4013671875,0.009974014708655781
17100,34722304.0,34751904.0,82.84552834665614,82.91615233632747,0.4711195571032978,63.53464412689209,14406.2783203125,0.009746978415659104
17200,34714492.0,34751904.0,82.82688933965233,82.91615233632747,0.3948492279662855,63.91398096084595,14394.8076171875,0.009525110099634918
17300,34703420.0,34751904.0,82.8004721500023,82.91615233632747,0.3223996070279986,64.29779100418091,14378.169921875,0.009308292123065302
17400,34685948.0,34751904.0,82.75878490853144,82.91615233632747,0.2555548224438078,64.6739091873169,14353.25390625,0.009096409526189153
17500,34663104.0,34751904.0,82.70428036731346,82.91615233632747,0.19596097892305675,65.0613911151886,14314.79296875,0.008889349966049008
17600,34628384.0,34751904.0,82.62144033618546,82.91615233632747,0.14508562112278217,65.45214104652405,14254.037109375,0.00868700365692531
17700,34583544.0,34751904.0,82.51445453561578,82.91615233632747,0.10418159422134005,65.83825421333313,14158.236328125,0.008489263312126606
17800,34525772.0,34751904.0,82.37661368658561,82.91615233632747,0.07425619163335112,66.21259307861328,14017.603515625,0.008296024087104671
17900,34462872.0,34751904.0,82.22653770853402,82.91615233632747,0.056046349627449255,66.5880241394043,13858.82421875,0.008107183523864584
18000,34412556.0,34751904.0,82.10648646987515,82.91615233632747,0.05000049969860826,66.95668196678162,13786.6376953125,0.007922641496640122
18100,34398120.0,34751904.0,82.0720429592368,82.91615233632747,0.05626752559447917,67.32032012939453,13875.82421875,0.007742300158805742
18200,34418828.0,34751904.0,82.12145112065956,82.91615233632747,0.07469309693753268,67.68211197853088,14035.0380859375,0.007566063890997016
18300,34460608.0,34751904.0,82.22113592770242,82.91615233632747,0.10482346973040557,68.04454708099365,14164.4921875,0.007393839250411995
18400,34509968.0,34751904.0,82.33890620237057,82.91615233632747,0.1459166601540594,68.41114020347595,14248.373046875,0.007225534921266571
18500,34556120.0,34751904.0,82.44902236356351,82.91615233632747,0.19696071649529573,68.78748512268066,14301.365234375,0.007061061666377671
18600,34595160.0,34751904.0,82.54216967967058,82.91615233632747,0.2566986392432366,69.1627049446106,14336.5234375,0.006900332279848482
18700,34626828.0,34751904.0,82.61772780483653,82.91615233632747,0.32365933567803173,69.52959609031677,14361.1669921875,0.006743261540830769
18800,34652240.0,34751904.0,82.6783594543476,82.91615233632747,0.3961938466710401,69.90088105201721,14379.08984375,0.006589766168339622
18900,34670528.0,34751904.0,82.72199362742563,82.91615233632747,0.4725159535833917,70.27349829673767,14392.30078125,0.006439764777096799
19000,34684176.0,34751904.0,82.75455701293353,82.91615233632747,0.5507461652865476,70.64732813835144,14402.091796875,0.006293177834379158
19100,34694648.0,34751904.0,82.77954263522538,82.91615233632747,0.6289580020903037,71.02111315727234,14409.4375,0.00614992761784936
19200,34701912.0,34751904.0,82.79687414404202,82.91615233632747,0.7052254368006192,71.38424825668335,14414.953125,0.006009938174346466
19300,34707596.0,34751904.0,82.8104358588154,82.91615233632747,0.7776703246343649,71.74743103981018,14419.1455078125,0.0058731352796145475
19400,34711792.0,34751904.0,82.82044728654043,82.91615233632747,0.8445086539925437,72.11872911453247,14422.302734375,0.005739446398948018
19500,34714976.0,34751904.0,82.82804413732129,82.91615233632747,0.9040944791307634,72.48532509803772,14424.67578125,0.005608800648732768
19600,34717376.0,34751904.0,82.8337704067541,82.91615233632747,0.9549604528508813,72.85351300239563,14426.439453125,0.00548112875886273
19700,34719176.0,34751904.0,82.8380651088287,82.91615233632747,0.9958539610647998,73.21590209007263,14427.7568359375,0.005356363036011963
19800,34720744.0,34751904.0,82.8418062715248,82.91615233632747,1.025767969388744,73.5838360786438,14428.74609375,0.00523443732774273
19900,34721764.0,34751904.0,82.84423993603374,82.91615233632747,1.0439658221466765,73.94897317886353,14429.41015625,0.005115286987430638
19999,34722896.0,34751904.0,82.84694082644957,82.91615233632747,1.05,74.3176589012146,14429.8466796875,0.004999999999997332
